date,new_confirmed,new_confirmed_smooth
2022-05-30,62512,101422.57142857143
2022-05-31,167171,108444.57142857143
2022-06-01,228723,110426.28571428571
2022-06-02,122320,111748.42857142857
2022-06-03,156986,125649.85714285714
2022-06-04,28145,114144.42857142857
2022-06-05,16382,109841.0
2022-06-06,159822,111215.14285714286
2022-06-07,86633,103954.42857142857
2022-06-08,198599,104990.14285714286
2022-06-09,131939,105203.28571428571
2022-06-10,106161,104024.28571428571
2022-06-11,35395,104530.57142857143
2022-06-12,17874,102571.85714285714
2022-06-13,151569,102299.28571428571
2022-06-14,90177,106963.71428571429
2022-06-15,184888,104449.28571428571
2022-06-16,130031,104488.71428571429
2022-06-17,138812,96556.42857142857
2022-06-18,17794,99557.71428571429
2022-06-19,18150,99625.14285714286
2022-06-20,96043,100864.57142857143
2022-06-21,111186,97778.14285714286
2022-06-22,185360,101109.71428571429
2022-06-23,138707,101725.71428571429
2022-06-24,117207,110853.14285714286
2022-06-25,41115,108942.28571428571
2022-06-26,22462,109589.85714285714
2022-06-27,159935,113739.28571428571
2022-06-28,97810,119400.85714285714
2022-06-29,189893,116467.14285714286
2022-06-30,167753,114495.28571428571
2022-07-01,156838,102569.85714285714
2022-07-02,20579,108799.28571428571
2022-07-03,8659,110300.85714285714
2022-07-04,76457,106202.0
2022-07-05,141416,103469.0
2022-07-06,200404,104715.0
2022-07-07,139061,107016.28571428571
2022-07-08,137707,124790.28571428571
2022-07-09,29301,125759.57142857143
2022-07-10,24768,126318.57142857143
2022-07-11,200875,131517.2857142857
2022-07-12,148201,133729.57142857142
2022-07-13,204317,135179.7142857143
2022-07-14,175452,135903.7142857143
2022-07-15,153193,130756.85714285714
2022-07-16,39452,126327.71428571429
2022-07-17,29836,128054.28571428571
2022-07-18,164847,128098.28571428571
2022-07-19,117197,124985.57142857143
2022-07-20,216403,123149.71428571429
2022-07-21,175760,122243.28571428571
2022-07-22,131404,125816.42857142857
2022-07-23,26601,127944.71428571429
2022-07-24,23491,131283.85714285713
2022-07-25,189859,131514.85714285713
2022-07-26,132095,135490.7142857143
2022-07-27,239777,134008.7142857143
2022-07-28,177377,132541.57142857142
2022-07-29,159235,129677.57142857143
2022-07-30,16227,123797.57142857143
2022-07-31,13221,118172.14285714286
2022-08-01,169811,119593.0
2022-08-02,90935,112004.85714285714
2022-08-03,200399,111849.71428571429
2022-08-04,187323,111780.57142857143
2022-08-05,106118,109692.28571428571
2022-08-06,15141,110952.85714285714
2022-08-07,12737,110392.85714285714
2022-08-08,155193,106914.85714285714
2022-08-09,99759,105562.85714285714
2022-08-10,196479,115373.57142857143
2022-08-11,162977,114957.0
2022-08-12,96654,110314.71428571429
2022-08-13,83816,109174.42857142857
2022-08-14,9821,100659.28571428571
2022-08-15,122697,98680.85714285714
2022-08-16,91777,95951.57142857143
2022-08-17,136873,85580.14285714286
2022-08-18,149128,85587.85714285714
2022-08-19,77549,86481.0
2022-08-20,11216,87553.71428571429
2022-08-21,9875,89670.28571428571
2022-08-22,128949,88317.85714285714
2022-08-23,99286,94485.14285714286
2022-08-24,151689,94579.0
2022-08-25,139661,94385.85714285714
2022-08-26,120720,91124.14285714286
2022-08-27,11873,87728.14285714286
2022-08-28,8523,88089.71428571429
2022-08-29,106117,86826.28571428571
2022-08-30,75514,78814.71428571429
2022-08-31,154220,78759.71428571429
2022-09-01,130817,78611.0
2022-09-02,64639,68262.14285714286
2022-09-03,11488,73538.28571428571
2022-09-04,7482,69217.0
2022-09-05,33675,65846.57142857143
2022-09-06,112447,71006.71428571429
2022-09-07,123971,70817.0
2022-09-08,107224,71040.14285714286
